10000,AKT3,-1.8818808417,-1.4048885886,-0.222200411,0.2544443857,0.5301746019,0.8861232316,0.9520808134,0.4946104529,0.3915363558,4,2.5182610815,1.6556297979,no,no,yes,no,no,no
10059,DNM1L,1.8423744335,0.7736740318,1.146841538,-0.6068414015,-0.1998598133,-0.728339145,-0.4861010169,-0.8675019088,-0.8742467179,2,2.6749251527,4.634551233,no,no,no,no,yes,yes
1006,CDH8,-1.3324049874,0.7704110859,1.7828767085,0.060278973,0.7114431128,0.2979167571,-0.5207231632,-0.7934412086,-0.9763572783,3,2.6467081729,3.2145370595,yes,no,no,no,no,no
1008,CDH10,-1.4884942047,-1.2991377655,0.7774797612,-0.0729893184,1.8097854371,0.152049837,0.3263196918,0.0719661603,-0.2769795988,4,1.7552894249,2.1815912096,yes,no,no,no,no,no
10105,PPIF,2.5976281619,-0.496164966,-0.2793713309,0.0160882422,-0.5512301841,-0.612459015,-0.414700501,0.0170032185,-0.2767936255,1,2.765581814,5.4271973229,no,no,no,no,yes,yes
10111,RAD50,1.4245203539,1.8750900833,-0.3324060211,-0.221038906,0.2394592439,-0.7048785171,-0.7217634639,-0.8298718667,-0.7291109063,2,2.3278654523,4.534723581,no,no,yes,no,no,no
1016,CDH18,-1.2414386605,-0.9667191959,-0.1098850142,0.3929161675,2.2649362923,0.1710532505,0.0763694097,-0.1926769094,-0.39455534,4,1.5348962079,2.2511500411,yes,no,no,no,no,no
10195,ALG3,1.6825027233,-0.4964234371,-0.9260990998,-0.0785704504,-0.4957989003,1.714214203,-0.1007622654,-0.5479598916,-0.7511028816,1,1.6527731368,5.4050896282,no,no,yes,no,yes,yes
10211,FLOT1,-2.1635517271,-0.5157514721,0.2237408501,1.541571064,-0.350521051,0.2045828631,0.1541541792,0.334892049,0.5708832449,4,2.3568039505,2.0005078229,no,no,no,no,yes,yes
10269,ZMPSTE24,2.2371008719,-0.3489666488,-0.0626126044,-0.9804058398,-1.0535592391,-0.5658697263,-0.1150469624,0.6311926208,0.2581675282,1,2.613997406,5.6813821456,no,no,no,no,yes,yes
10347,ABCA7,-1.5408814659,-0.3323389629,-0.9578816666,-0.7348724435,-0.0551525388,0.3026623649,0.6999679772,1.1595883027,1.4589084329,5,2.6507957621,1.2775452092,yes,no,no,no,yes,yes
